"Number of daily smokers - both (IHME, GHDx (2012))",Entity,Code,Year
26316,Samoa,WSM,2012
1839,Sao Tome and Principe,STP,1980
1870,Sao Tome and Principe,STP,1981
1894,Sao Tome and Principe,STP,1982
1911,Sao Tome and Principe,STP,1983
1926,Sao Tome and Principe,STP,1984
1943,Sao Tome and Principe,STP,1985
1960,Sao Tome and Principe,STP,1986
1976,Sao Tome and Principe,STP,1987
1995,Sao Tome and Principe,STP,1988
2022,Sao Tome and Principe,STP,1989
2054,Sao Tome and Principe,STP,1990
2092,Sao Tome and Principe,STP,1991
2135,Sao Tome and Principe,STP,1992
2179,Sao Tome and Principe,STP,1993
2220,Sao Tome and Principe,STP,1994
2252,Sao Tome and Principe,STP,1995
2277,Sao Tome and Principe,STP,1996
2295,Sao Tome and Principe,STP,1997
2313,Sao Tome and Principe,STP,1998
2340,Sao Tome and Principe,STP,1999
2380,Sao Tome and Principe,STP,2000
2436,Sao Tome and Principe,STP,2001
2506,Sao Tome and Principe,STP,2002
2589,Sao Tome and Principe,STP,2003
2680,Sao Tome and Principe,STP,2004
2777,Sao Tome and Principe,STP,2005
2884,Sao Tome and Principe,STP,2006
2998,Sao Tome and Principe,STP,2007
3121,Sao Tome and Principe,STP,2008
3249,Sao Tome and Principe,STP,2009
3379,Sao Tome and Principe,STP,2010
3513,Sao Tome and Principe,STP,2011
3649,Sao Tome and Principe,STP,2012
399714,Saudi Arabia,SAU,1980
415989,Saudi Arabia,SAU,1981
431809,Saudi Arabia,SAU,1982
446998,Saudi Arabia,SAU,1983
462407,Saudi Arabia,SAU,1984
480286,Saudi Arabia,SAU,1985
505653,Saudi Arabia,SAU,1986
543988,Saudi Arabia,SAU,1987
626321,Saudi Arabia,SAU,1988
734803,Saudi Arabia,SAU,1989
864854,Saudi Arabia,SAU,1990
970977,Saudi Arabia,SAU,1991
1076589,Saudi Arabia,SAU,1992
1175601,Saudi Arabia,SAU,1993
1263368,Saudi Arabia,SAU,1994
1340779,Saudi Arabia,SAU,1995
1409684,Saudi Arabia,SAU,1996
1447521,Saudi Arabia,SAU,1997
1485157,Saudi Arabia,SAU,1998
1538302,Saudi Arabia,SAU,1999
1615053,Saudi Arabia,SAU,2000
1718522,Saudi Arabia,SAU,2001
1844054,Saudi Arabia,SAU,2002
1982704,Saudi Arabia,SAU,2003
2121220,Saudi Arabia,SAU,2004
2243497,Saudi Arabia,SAU,2005
2356186,Saudi Arabia,SAU,2006
2462685,Saudi Arabia,SAU,2007
2563340,Saudi Arabia,SAU,2008
2662948,Saudi Arabia,SAU,2009
2766358,Saudi Arabia,SAU,2010
2870828,Saudi Arabia,SAU,2011
2978090,Saudi Arabia,SAU,2012
324324,Senegal,SEN,1980
331259,Senegal,SEN,1981
337261,Senegal,SEN,1982
345441,Senegal,SEN,1983
354412,Senegal,SEN,1984
363741,Senegal,SEN,1985
373155,Senegal,SEN,1986
382246,Senegal,SEN,1987
392424,Senegal,SEN,1988
403878,Senegal,SEN,1989
416587,Senegal,SEN,1990
430112,Senegal,SEN,1991
444764,Senegal,SEN,1992
460318,Senegal,SEN,1993
476148,Senegal,SEN,1994
490296,Senegal,SEN,1995
503103,Senegal,SEN,1996
508344,Senegal,SEN,1997
510843,Senegal,SEN,1998
512416,Senegal,SEN,1999
515140,Senegal,SEN,2000
518732,Senegal,SEN,2001
523657,Senegal,SEN,2002
527137,Senegal,SEN,2003
521953,Senegal,SEN,2004
516667,Senegal,SEN,2005
513616,Senegal,SEN,2006
511148,Senegal,SEN,2007
510756,Senegal,SEN,2008
513357,Senegal,SEN,2009
518601,Senegal,SEN,2010
527115,Senegal,SEN,2011
544610,Senegal,SEN,2012
1560137,Serbia,SRB,1980
1576326,Serbia,SRB,1981
1593977,Serbia,SRB,1982
1612358,Serbia,SRB,1983
1629581,Serbia,SRB,1984
1645805,Serbia,SRB,1985
1660523,Serbia,SRB,1986
1673797,Serbia,SRB,1987
1687929,Serbia,SRB,1988
1706885,Serbia,SRB,1989
1733626,Serbia,SRB,1990
1776869,Serbia,SRB,1991
1852399,Serbia,SRB,1992
1961667,Serbia,SRB,1993
2079749,Serbia,SRB,1994
2197128,Serbia,SRB,1995
2304865,Serbia,SRB,1996
2384604,Serbia,SRB,1997
2450551,Serbia,SRB,1998
2527907,Serbia,SRB,1999
2575337,Serbia,SRB,2000
2586975,Serbia,SRB,2001
2570423,Serbia,SRB,2002
2541714,Serbia,SRB,2003
2487885,Serbia,SRB,2004
2427750,Serbia,SRB,2005
2365293,Serbia,SRB,2006
2299219,Serbia,SRB,2007
2238137,Serbia,SRB,2008
2197130,Serbia,SRB,2009
2164905,Serbia,SRB,2010
2138205,Serbia,SRB,2011
2118021,Serbia,SRB,2012
7191,Seychelles,SYC,1980
7349,Seychelles,SYC,1981
7554,Seychelles,SYC,1982
7776,Seychelles,SYC,1983
7948,Seychelles,SYC,1984
8000,Seychelles,SYC,1985
7981,Seychelles,SYC,1986
7905,Seychelles,SYC,1987
7796,Seychelles,SYC,1988
7678,Seychelles,SYC,1989
7635,Seychelles,SYC,1990
7719,Seychelles,SYC,1991
7876,Seychelles,SYC,1992
8079,Seychelles,SYC,1993
8306,Seychelles,SYC,1994
8510,Seychelles,SYC,1995
8628,Seychelles,SYC,1996
8662,Seychelles,SYC,1997
8673,Seychelles,SYC,1998
8741,Seychelles,SYC,1999
8878,Seychelles,SYC,2000
9096,Seychelles,SYC,2001
9386,Seychelles,SYC,2002
9742,Seychelles,SYC,2003
10107,Seychelles,SYC,2004
10417,Seychelles,SYC,2005
10671,Seychelles,SYC,2006
10870,Seychelles,SYC,2007
11048,Seychelles,SYC,2008
11188,Seychelles,SYC,2009
11264,Seychelles,SYC,2010
11303,Seychelles,SYC,2011
11319,Seychelles,SYC,2012
336255,Sierra Leone,SLE,1980
341013,Sierra Leone,SLE,1981
345654,Sierra Leone,SLE,1982
350721,Sierra Leone,SLE,1983
356558,Sierra Leone,SLE,1984
363343,Sierra Leone,SLE,1985
371379,Sierra Leone,SLE,1986
380584,Sierra Leone,SLE,1987
389520,Sierra Leone,SLE,1988
396555,Sierra Leone,SLE,1989
400500,Sierra Leone,SLE,1990
400503,Sierra Leone,SLE,1991
397456,Sierra Leone,SLE,1992
392839,Sierra Leone,SLE,1993
388511,Sierra Leone,SLE,1994
385882,Sierra Leone,SLE,1995
385045,Sierra Leone,SLE,1996
384803,Sierra Leone,SLE,1997
387664,Sierra Leone,SLE,1998
394466,Sierra Leone,SLE,1999
405604,Sierra Leone,SLE,2000
421726,Sierra Leone,SLE,2001
442591,Sierra Leone,SLE,2002
466040,Sierra Leone,SLE,2003
489179,Sierra Leone,SLE,2004
510220,Sierra Leone,SLE,2005
528518,Sierra Leone,SLE,2006
544342,Sierra Leone,SLE,2007
558257,Sierra Leone,SLE,2008
570904,Sierra Leone,SLE,2009
584630,Sierra Leone,SLE,2010
598997,Sierra Leone,SLE,2011
614196,Sierra Leone,SLE,2012
306001,Singapore,SGP,1980
310001,Singapore,SGP,1981
313317,Singapore,SGP,1982
316176,Singapore,SGP,1983
318636,Singapore,SGP,1984
321563,Singapore,SGP,1985
325564,Singapore,SGP,1986
329149,Singapore,SGP,1987
322394,Singapore,SGP,1988
326062,Singapore,SGP,1989
335721,Singapore,SGP,1990
340206,Singapore,SGP,1991
344468,Singapore,SGP,1992
347795,Singapore,SGP,1993
350358,Singapore,SGP,1994
352461,Singapore,SGP,1995
354775,Singapore,SGP,1996
356155,Singapore,SGP,1997
358465,Singapore,SGP,1998
358544,Singapore,SGP,1999
358342,Singapore,SGP,2000
361075,Singapore,SGP,2001
364384,Singapore,SGP,2002
368920,Singapore,SGP,2003
373250,Singapore,SGP,2004
381135,Singapore,SGP,2005
390141,Singapore,SGP,2006
389606,Singapore,SGP,2007
397983,Singapore,SGP,2008
411305,Singapore,SGP,2009
416365,Singapore,SGP,2010
419092,Singapore,SGP,2011
422659,Singapore,SGP,2012
897431,Slovakia,SVK,1980
901577,Slovakia,SVK,1981
905270,Slovakia,SVK,1982
908874,Slovakia,SVK,1983
912804,Slovakia,SVK,1984
916893,Slovakia,SVK,1985
920886,Slovakia,SVK,1986
925276,Slovakia,SVK,1987
930483,Slovakia,SVK,1988
936319,Slovakia,SVK,1989
942685,Slovakia,SVK,1990
951772,Slovakia,SVK,1991
963764,Slovakia,SVK,1992
977196,Slovakia,SVK,1993
991971,Slovakia,SVK,1994
1006906,Slovakia,SVK,1995
1021509,Slovakia,SVK,1996
1028186,Slovakia,SVK,1997
1033918,Slovakia,SVK,1998
1040152,Slovakia,SVK,1999
1046701,Slovakia,SVK,2000
1052854,Slovakia,SVK,2001
1057945,Slovakia,SVK,2002
1061157,Slovakia,SVK,2003
1057072,Slovakia,SVK,2004
1052168,Slovakia,SVK,2005
1039228,Slovakia,SVK,2006
1025461,Slovakia,SVK,2007
1014590,Slovakia,SVK,2008
1008540,Slovakia,SVK,2009
1014609,Slovakia,SVK,2010
1023995,Slovakia,SVK,2011
1035400,Slovakia,SVK,2012
426184,Slovenia,SVN,1980
427141,Slovenia,SVN,1981
428971,Slovenia,SVN,1982
430894,Slovenia,SVN,1983
432148,Slovenia,SVN,1984
432272,Slovenia,SVN,1985
430897,Slovenia,SVN,1986
428798,Slovenia,SVN,1987
426185,Slovenia,SVN,1988
423048,Slovenia,SVN,1989
420520,Slovenia,SVN,1990
418763,Slovenia,SVN,1991
417040,Slovenia,SVN,1992
414255,Slovenia,SVN,1993
410746,Slovenia,SVN,1994
406807,Slovenia,SVN,1995
402705,Slovenia,SVN,1996
400051,Slovenia,SVN,1997
396774,Slovenia,SVN,1998
392348,Slovenia,SVN,1999
386973,Slovenia,SVN,2000
381207,Slovenia,SVN,2001
375110,Slovenia,SVN,2002
369674,Slovenia,SVN,2003
367107,Slovenia,SVN,2004
365996,Slovenia,SVN,2005
365914,Slovenia,SVN,2006
367815,Slovenia,SVN,2007
374655,Slovenia,SVN,2008
384272,Slovenia,SVN,2009
388580,Slovenia,SVN,2010
391621,Slovenia,SVN,2011
393481,Slovenia,SVN,2012
35195,Solomon Islands,SLB,1980
36344,Solomon Islands,SLB,1981
37470,Solomon Islands,SLB,1982
38585,Solomon Islands,SLB,1983
39746,Solomon Islands,SLB,1984
40976,Solomon Islands,SLB,1985
42272,Solomon Islands,SLB,1986
43640,Solomon Islands,SLB,1987
45075,Solomon Islands,SLB,1988
46610,Solomon Islands,SLB,1989
48274,Solomon Islands,SLB,1990
50032,Solomon Islands,SLB,1991
51845,Solomon Islands,SLB,1992
53751,Solomon Islands,SLB,1993
55751,Solomon Islands,SLB,1994
57843,Solomon Islands,SLB,1995
59992,Solomon Islands,SLB,1996
61821,Solomon Islands,SLB,1997
63812,Solomon Islands,SLB,1998
65866,Solomon Islands,SLB,1999
67849,Solomon Islands,SLB,2000
69722,Solomon Islands,SLB,2001
71480,Solomon Islands,SLB,2002
73216,Solomon Islands,SLB,2003
74862,Solomon Islands,SLB,2004
76363,Solomon Islands,SLB,2005
77767,Solomon Islands,SLB,2006
78728,Solomon Islands,SLB,2007
79839,Solomon Islands,SLB,2008
81538,Solomon Islands,SLB,2009
83493,Solomon Islands,SLB,2010
85636,Solomon Islands,SLB,2011
87843,Solomon Islands,SLB,2012
386051,Somalia,SOM,1980
395203,Somalia,SOM,1981
395259,Somalia,SOM,1982
389206,Somalia,SOM,1983
382088,Somalia,SOM,1984
377509,Somalia,SOM,1985
376632,Somalia,SOM,1986
378470,Somalia,SOM,1987
381554,Somalia,SOM,1988
384007,Somalia,SOM,1989
384567,Somalia,SOM,1990
382809,Somalia,SOM,1991
379426,Somalia,SOM,1992
376050,Somalia,SOM,1993
374231,Somalia,SOM,1994
375408,Somalia,SOM,1995
380189,Somalia,SOM,1996
382148,Somalia,SOM,1997
386799,Somalia,SOM,1998
393011,Somalia,SOM,1999
399655,Somalia,SOM,2000
406389,Somalia,SOM,2001
413512,Somalia,SOM,2002
420949,Somalia,SOM,2003
428613,Somalia,SOM,2004
436876,Somalia,SOM,2005
445629,Somalia,SOM,2006
454764,Somalia,SOM,2007
464293,Somalia,SOM,2008
474791,Somalia,SOM,2009
486542,Somalia,SOM,2010
499596,Somalia,SOM,2011
513594,Somalia,SOM,2012
4025272,South Africa,ZAF,1980
4105302,South Africa,ZAF,1981
4206079,South Africa,ZAF,1982
4321325,South Africa,ZAF,1983
4428537,South Africa,ZAF,1984
4545090,South Africa,ZAF,1985
4662194,South Africa,ZAF,1986
4771594,South Africa,ZAF,1987
4872994,South Africa,ZAF,1988
4982965,South Africa,ZAF,1989
5118080,South Africa,ZAF,1990
5278584,South Africa,ZAF,1991
5464407,South Africa,ZAF,1992
5656208,South Africa,ZAF,1993
5838436,South Africa,ZAF,1994
6002634,South Africa,ZAF,1995
6144491,South Africa,ZAF,1996
6157621,South Africa,ZAF,1997
6165442,South Africa,ZAF,1998
6042932,South Africa,ZAF,1999
5904379,South Africa,ZAF,2000
5761120,South Africa,ZAF,2001
5617076,South Africa,ZAF,2002
5486651,South Africa,ZAF,2003
5317589,South Africa,ZAF,2004
5166459,South Africa,ZAF,2005
5072256,South Africa,ZAF,2006
5022143,South Africa,ZAF,2007
5070587,South Africa,ZAF,2008
5161060,South Africa,ZAF,2009
5265381,South Africa,ZAF,2010
5375874,South Africa,ZAF,2011
5491791,South Africa,ZAF,2012
8446893,South Korea,KOR,1980
8710215,South Korea,KOR,1981
8966882,South Korea,KOR,1982
9217350,South Korea,KOR,1983
9469450,South Korea,KOR,1984
9725105,South Korea,KOR,1985
9978974,South Korea,KOR,1986
10226613,South Korea,KOR,1987
10460395,South Korea,KOR,1988
10676073,South Korea,KOR,1989
10839743,South Korea,KOR,1990
10925914,South Korea,KOR,1991
10989076,South Korea,KOR,1992
11043459,South Korea,KOR,1993
11154574,South Korea,KOR,1994
11261065,South Korea,KOR,1995
11303588,South Korea,KOR,1996
11290378,South Korea,KOR,1997
11267152,South Korea,KOR,1998
11142086,South Korea,KOR,1999
11019242,South Korea,KOR,2000
10878251,South Korea,KOR,2001
10729266,South Korea,KOR,2002
10570932,South Korea,KOR,2003
10412165,South Korea,KOR,2004
10264020,South Korea,KOR,2005
10170250,South Korea,KOR,2006
10083198,South Korea,KOR,2007
10010697,South Korea,KOR,2008
9953211,South Korea,KOR,2009
9905257,South Korea,KOR,2010
9908890,South Korea,KOR,2011
9961625,South Korea,KOR,2012
9504425,Spain,ESP,1980
9592918,Spain,ESP,1981
9694942,Spain,ESP,1982
9794318,Spain,ESP,1983
9904523,Spain,ESP,1984
10031053,Spain,ESP,1985
10176847,Spain,ESP,1986
10340591,Spain,ESP,1987
10516386,Spain,ESP,1988
10777871,Spain,ESP,1989
10956746,Spain,ESP,1990
11071447,Spain,ESP,1991
11078815,Spain,ESP,1992
11010037,Spain,ESP,1993
10901098,Spain,ESP,1994
10741463,Spain,ESP,1995
10591039,Spain,ESP,1996
10448165,Spain,ESP,1997
10330533,Spain,ESP,1998
10253452,Spain,ESP,1999
10218562,Spain,ESP,2000
10225492,Spain,ESP,2001
10242496,Spain,ESP,2002
10179032,Spain,ESP,2003
10165195,Spain,ESP,2004
10152824,Spain,ESP,2005
10088801,Spain,ESP,2006
10049238,Spain,ESP,2007
9999135,Spain,ESP,2008
9894596,Spain,ESP,2009
9831673,Spain,ESP,2010
9788908,Spain,ESP,2011
9798622,Spain,ESP,2012
1286960,Sri Lanka,LKA,1980
1308479,Sri Lanka,LKA,1981
1329716,Sri Lanka,LKA,1982
1351336,Sri Lanka,LKA,1983
1373253,Sri Lanka,LKA,1984
1396152,Sri Lanka,LKA,1985
1420541,Sri Lanka,LKA,1986
1446664,Sri Lanka,LKA,1987
1473485,Sri Lanka,LKA,1988
1500079,Sri Lanka,LKA,1989
1525051,Sri Lanka,LKA,1990
1548955,Sri Lanka,LKA,1991
1571884,Sri Lanka,LKA,1992
1594252,Sri Lanka,LKA,1993
1613692,Sri Lanka,LKA,1994
1632228,Sri Lanka,LKA,1995
1649056,Sri Lanka,LKA,1996
1654225,Sri Lanka,LKA,1997
1659823,Sri Lanka,LKA,1998
1666346,Sri Lanka,LKA,1999
1674712,Sri Lanka,LKA,2000
1686603,Sri Lanka,LKA,2001
1691284,Sri Lanka,LKA,2002
1699106,Sri Lanka,LKA,2003
1705431,Sri Lanka,LKA,2004
1714244,Sri Lanka,LKA,2005
1725276,Sri Lanka,LKA,2006
1750967,Sri Lanka,LKA,2007
1778265,Sri Lanka,LKA,2008
1808389,Sri Lanka,LKA,2009
1840304,Sri Lanka,LKA,2010
1871272,Sri Lanka,LKA,2011
1902234,Sri Lanka,LKA,2012
586957,Sudan,SDN,1980
608057,Sudan,SDN,1981
630909,Sudan,SDN,1982
655373,Sudan,SDN,1983
679516,Sudan,SDN,1984
702593,Sudan,SDN,1985
725316,Sudan,SDN,1986
746415,Sudan,SDN,1987
766102,Sudan,SDN,1988
786335,Sudan,SDN,1989
809594,Sudan,SDN,1990
836860,Sudan,SDN,1991
865424,Sudan,SDN,1992
893967,Sudan,SDN,1993
922298,Sudan,SDN,1994
950221,Sudan,SDN,1995
977342,Sudan,SDN,1996
1003529,Sudan,SDN,1997
1030297,Sudan,SDN,1998
1058571,Sudan,SDN,1999
1087710,Sudan,SDN,2000
1116860,Sudan,SDN,2001
1145727,Sudan,SDN,2002
1177466,Sudan,SDN,2003
1212392,Sudan,SDN,2004
1250359,Sudan,SDN,2005
1291343,Sudan,SDN,2006
1335073,Sudan,SDN,2007
1382032,Sudan,SDN,2008
1429447,Sudan,SDN,2009
1475574,Sudan,SDN,2010
1523903,Sudan,SDN,2011
1573706,Sudan,SDN,2012
13337,Suriname,SUR,1980
13734,Suriname,SUR,1981
14102,Suriname,SUR,1982
14467,Suriname,SUR,1983
14841,Suriname,SUR,1984
15206,Suriname,SUR,1985
15592,Suriname,SUR,1986
16019,Suriname,SUR,1987
16418,Suriname,SUR,1988
16800,Suriname,SUR,1989
17236,Suriname,SUR,1990
17627,Suriname,SUR,1991
18029,Suriname,SUR,1992
18481,Suriname,SUR,1993
18891,Suriname,SUR,1994
19282,Suriname,SUR,1995
19608,Suriname,SUR,1996
19798,Suriname,SUR,1997
19979,Suriname,SUR,1998
20272,Suriname,SUR,1999
20609,Suriname,SUR,2000
20978,Suriname,SUR,2001
21333,Suriname,SUR,2002
21660,Suriname,SUR,2003
21966,Suriname,SUR,2004
22216,Suriname,SUR,2005
22460,Suriname,SUR,2006
22676,Suriname,SUR,2007
22880,Suriname,SUR,2008
23093,Suriname,SUR,2009
23289,Suriname,SUR,2010
23469,Suriname,SUR,2011
23631,Suriname,SUR,2012
18771,Swaziland,SWZ,1980
19200,Swaziland,SWZ,1981
19624,Swaziland,SWZ,1982
20090,Swaziland,SWZ,1983
20645,Swaziland,SWZ,1984
21306,Swaziland,SWZ,1985
22107,Swaziland,SWZ,1986
23040,Swaziland,SWZ,1987
24046,Swaziland,SWZ,1988
25072,Swaziland,SWZ,1989
26062,Swaziland,SWZ,1990
26995,Swaziland,SWZ,1991
27890,Swaziland,SWZ,1992
28774,Swaziland,SWZ,1993
29673,Swaziland,SWZ,1994
30622,Swaziland,SWZ,1995
31645,Swaziland,SWZ,1996
32656,Swaziland,SWZ,1997
33694,Swaziland,SWZ,1998
34667,Swaziland,SWZ,1999
35562,Swaziland,SWZ,2000
36356,Swaziland,SWZ,2001
37113,Swaziland,SWZ,2002
38014,Swaziland,SWZ,2003
39201,Swaziland,SWZ,2004
40763,Swaziland,SWZ,2005
42623,Swaziland,SWZ,2006
44724,Swaziland,SWZ,2007
46879,Swaziland,SWZ,2008
49074,Swaziland,SWZ,2009
51298,Swaziland,SWZ,2010
53451,Swaziland,SWZ,2011
55510,Swaziland,SWZ,2012
1852265,Sweden,SWE,1980
1815367,Sweden,SWE,1981
1784557,Sweden,SWE,1982
1762279,Sweden,SWE,1983
1756288,Sweden,SWE,1984
1759785,Sweden,SWE,1985
1766547,Sweden,SWE,1986
1767414,Sweden,SWE,1987
1765884,Sweden,SWE,1988
1760880,Sweden,SWE,1989
1752794,Sweden,SWE,1990
1735991,Sweden,SWE,1991
1713185,Sweden,SWE,1992
1679788,Sweden,SWE,1993
1643800,Sweden,SWE,1994
1599264,Sweden,SWE,1995
1544887,Sweden,SWE,1996
1485756,Sweden,SWE,1997
1434473,Sweden,SWE,1998
1389968,Sweden,SWE,1999
1343329,Sweden,SWE,2000
1290626,Sweden,SWE,2001
1229377,Sweden,SWE,2002
1154969,Sweden,SWE,2003
1082624,Sweden,SWE,2004
1024559,Sweden,SWE,2005
987405,Sweden,SWE,2006
970927,Sweden,SWE,2007
969294,Sweden,SWE,2008
987301,Sweden,SWE,2009
1012936,Sweden,SWE,2010
1042500,Sweden,SWE,2011
1074390,Sweden,SWE,2012
1402529,Switzerland,CHE,1980
1407909,Switzerland,CHE,1981
1419807,Switzerland,CHE,1982
1431835,Switzerland,CHE,1983
1439057,Switzerland,CHE,1984
1444237,Switzerland,CHE,1985
1455449,Switzerland,CHE,1986
1481925,Switzerland,CHE,1987
1510125,Switzerland,CHE,1988
1534464,Switzerland,CHE,1989
1556392,Switzerland,CHE,1990
1589653,Switzerland,CHE,1991
1623806,Switzerland,CHE,1992
1663377,Switzerland,CHE,1993
1701003,Switzerland,CHE,1994
1741567,Switzerland,CHE,1995
1780438,Switzerland,CHE,1996
1792489,Switzerland,CHE,1997
1781056,Switzerland,CHE,1998
1738832,Switzerland,CHE,1999
1662220,Switzerland,CHE,2000
1581231,Switzerland,CHE,2001
1512234,Switzerland,CHE,2002
1443728,Switzerland,CHE,2003
1383123,Switzerland,CHE,2004
1332199,Switzerland,CHE,2005
1293483,Switzerland,CHE,2006
1267985,Switzerland,CHE,2007
1267596,Switzerland,CHE,2008
1281332,Switzerland,CHE,2009
1299129,Switzerland,CHE,2010
1320853,Switzerland,CHE,2011
1338689,Switzerland,CHE,2012
844639,Syria,SYR,1980
859269,Syria,SYR,1981
876688,Syria,SYR,1982
897321,Syria,SYR,1983
922470,Syria,SYR,1984
948028,Syria,SYR,1985
976831,Syria,SYR,1986
1007243,Syria,SYR,1987
1037950,Syria,SYR,1988
1075835,Syria,SYR,1989
1115567,Syria,SYR,1990
1157840,Syria,SYR,1991
1199949,Syria,SYR,1992
1243984,Syria,SYR,1993
1288645,Syria,SYR,1994
1335726,Syria,SYR,1995
1386480,Syria,SYR,1996
1439413,Syria,SYR,1997
1492190,Syria,SYR,1998
1547239,Syria,SYR,1999
1601373,Syria,SYR,2000
1651061,Syria,SYR,2001
1695452,Syria,SYR,2002
1743768,Syria,SYR,2003
1802171,Syria,SYR,2004
1876313,Syria,SYR,2005
1971390,Syria,SYR,2006
2084596,Syria,SYR,2007
2202294,Syria,SYR,2008
2302910,Syria,SYR,2009
2374902,Syria,SYR,2010
2413139,Syria,SYR,2011
2421878,Syria,SYR,2012
2592502,Taiwan,TWN,1980
2677512,Taiwan,TWN,1981
2751881,Taiwan,TWN,1982
2825924,Taiwan,TWN,1983
2902083,Taiwan,TWN,1984
2979633,Taiwan,TWN,1985
3057390,Taiwan,TWN,1986
3132882,Taiwan,TWN,1987
3207724,Taiwan,TWN,1988
3283864,Taiwan,TWN,1989
3362506,Taiwan,TWN,1990
3436128,Taiwan,TWN,1991
3523940,Taiwan,TWN,1992
3600096,Taiwan,TWN,1993
3676796,Taiwan,TWN,1994
3750857,Taiwan,TWN,1995
3821814,Taiwan,TWN,1996
3831606,Taiwan,TWN,1997
3841624,Taiwan,TWN,1998
3847800,Taiwan,TWN,1999
3842643,Taiwan,TWN,2000
3852980,Taiwan,TWN,2001
3817129,Taiwan,TWN,2002
3750254,Taiwan,TWN,2003
3682198,Taiwan,TWN,2004
3612482,Taiwan,TWN,2005
3549189,Taiwan,TWN,2006
3492859,Taiwan,TWN,2007
3448243,Taiwan,TWN,2008
3413719,Taiwan,TWN,2009
3404433,Taiwan,TWN,2010
3410785,Taiwan,TWN,2011
3428743,Taiwan,TWN,2012
401553,Tajikistan,TJK,1980
424637,Tajikistan,TJK,1981
449854,Tajikistan,TJK,1982
477269,Tajikistan,TJK,1983
506188,Tajikistan,TJK,1984
536088,Tajikistan,TJK,1985
567523,Tajikistan,TJK,1986
598588,Tajikistan,TJK,1987
631413,Tajikistan,TJK,1988
661100,Tajikistan,TJK,1989
686013,Tajikistan,TJK,1990
701303,Tajikistan,TJK,1991
694711,Tajikistan,TJK,1992
679693,Tajikistan,TJK,1993
656379,Tajikistan,TJK,1994
630611,Tajikistan,TJK,1995
604628,Tajikistan,TJK,1996
587493,Tajikistan,TJK,1997
575137,Tajikistan,TJK,1998
568889,Tajikistan,TJK,1999
569906,Tajikistan,TJK,2000
577885,Tajikistan,TJK,2001
591613,Tajikistan,TJK,2002
609559,Tajikistan,TJK,2003
629792,Tajikistan,TJK,2004
651289,Tajikistan,TJK,2005
672305,Tajikistan,TJK,2006
694724,Tajikistan,TJK,2007
717743,Tajikistan,TJK,2008
740692,Tajikistan,TJK,2009
763064,Tajikistan,TJK,2010
784496,Tajikistan,TJK,2011
805645,Tajikistan,TJK,2012
1162570,Tanzania,TZA,1980
1199257,Tanzania,TZA,1981
1237670,Tanzania,TZA,1982
1277639,Tanzania,TZA,1983
1319137,Tanzania,TZA,1984
1361310,Tanzania,TZA,1985
1403595,Tanzania,TZA,1986
1446499,Tanzania,TZA,1987
1490364,Tanzania,TZA,1988
1537706,Tanzania,TZA,1989
1588123,Tanzania,TZA,1990
1643552,Tanzania,TZA,1991
1703584,Tanzania,TZA,1992
1766143,Tanzania,TZA,1993
1829334,Tanzania,TZA,1994
1891272,Tanzania,TZA,1995
1951449,Tanzania,TZA,1996
1972747,Tanzania,TZA,1997
1994960,Tanzania,TZA,1998
2023538,Tanzania,TZA,1999
2058905,Tanzania,TZA,2000
2098619,Tanzania,TZA,2001
2140603,Tanzania,TZA,2002
2183632,Tanzania,TZA,2003
2225456,Tanzania,TZA,2004
2264998,Tanzania,TZA,2005
2283983,Tanzania,TZA,2006
2302282,Tanzania,TZA,2007
2321445,Tanzania,TZA,2008
2342575,Tanzania,TZA,2009
2366848,Tanzania,TZA,2010
2397628,Tanzania,TZA,2011
2439218,Tanzania,TZA,2012
7217641,Thailand,THA,1980
7444219,Thailand,THA,1981
7677453,Thailand,THA,1982
7919565,Thailand,THA,1983
8174321,Thailand,THA,1984
8445905,Thailand,THA,1985
8734347,Thailand,THA,1986
9037179,Thailand,THA,1987
9342881,Thailand,THA,1988
9615813,Thailand,THA,1989
9860394,Thailand,THA,1990
10076990,Thailand,THA,1991
10268617,Thailand,THA,1992
10443847,Thailand,THA,1993
10598647,Thailand,THA,1994
10755519,Thailand,THA,1995
10907236,Thailand,THA,1996
10826059,Thailand,THA,1997
10752212,Thailand,THA,1998
10677515,Thailand,THA,1999
10566834,Thailand,THA,2000
10446435,Thailand,THA,2001
10246600,Thailand,THA,2002
10061158,Thailand,THA,2003
9993371,Thailand,THA,2004
9967910,Thailand,THA,2005
9995370,Thailand,THA,2006
10060559,Thailand,THA,2007
10185335,Thailand,THA,2008
10320763,Thailand,THA,2009
10462808,Thailand,THA,2010
10593538,Thailand,THA,2011
10739255,Thailand,THA,2012
108929,Timor,TLS,1980
109486,Timor,TLS,1981
111984,Timor,TLS,1982
115858,Timor,TLS,1983
120251,Timor,TLS,1984
124493,Timor,TLS,1985
128289,Timor,TLS,1986
131825,Timor,TLS,1987
135400,Timor,TLS,1988
139492,Timor,TLS,1989
144322,Timor,TLS,1990
150324,Timor,TLS,1991
157102,Timor,TLS,1992
163304,Timor,TLS,1993
166973,Timor,TLS,1994
167030,Timor,TLS,1995
162728,Timor,TLS,1996
155044,Timor,TLS,1997
145820,Timor,TLS,1998
138096,Timor,TLS,1999
134280,Timor,TLS,2000
135203,Timor,TLS,2001
